year,ref_date,variable,value,area_name,full_area_name,area_level,country_name,grouping,record_created,record_updated,source_org,source_title,source_pub_date,frequency,source_link,notes
2008,01/01/2008,population,6814588,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2009,01/01/2009,population,6865987,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2010,01/01/2010,population,6902389,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2011,01/01/2011,population,6932820,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2012,01/01/2012,population,6945306,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2013,01/01/2013,population,6968051,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2014,01/01/2014,population,6999097,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2015,01/01/2015,population,7020210,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2016,01/01/2016,population,7026765,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2017,01/01/2017,population,7057905,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,23/12/2020,23/12/2020,L'Institut Paris Region,Population des communes d'Île-de-France (Donnée INSEE),31/01/2020,Annual,https://data-iau-idf.opendata.arcgis.com/datasets/population-des-communes-d%C3%AEle-de-france-donn%C3%A9e-insee,
2018,01/01/2018,population,7075028,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,22/07/2021,22/07/2021,L'Institut Paris Region,Dossier complet: Intercommunalité-Métropole de Métropole du Grand Paris,30/06/2021,Annual,https://www.insee.fr/fr/statistiques/2011101?geo=EPCI-200054781,
2019,01/01/2019,population,7094649,Paris,Métropole du Grand Paris,city-region,France,Southern Europe,02/04/2022,02/04/2022,L'Institut Paris Region,2 165 423 habitants à Paris au 1er janvier 2019,15/01/2022,Annual,https://www.apur.org/fr/nos-travaux/2165423-habitants-paris-1er-janvier-2019,
1973,01/10/1973,dwellings,3795600,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=0,
1978,01/10/1978,dwellings,4239200,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=1,
1983,01/10/1983,dwellings,4528200,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=2,
1988,01/10/1988,dwellings,4817600,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=3,
1993,01/10/1993,dwellings,5299500,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=4,
1998,01/10/1998,dwellings,5669500,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=5,
2003,01/10/2003,dwellings,6186000,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=6,
2008,01/10/2008,dwellings,6780500,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=7,
2013,01/10/2013,dwellings,7359400,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=8,
2018,01/10/2018,dwellings,7671600,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 3 Dwellings and Households - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018) ",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959516&tclass2val=9,
1973,01/10/1973,population,11438700,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=0,
1978,01/10/1978,population,11617100,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=0,
1983,01/10/1983,population,11717500,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=1,
1988,01/10/1988,population,11879700,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=2,
1993,01/10/1993,population,11820600,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=3,
1998,01/10/1998,population,11819900,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=4,
2003,01/10/2003,population,12300700,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=5,
2008,01/10/2008,population,12828000,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=6,
2013,01/10/2013,population,13298400,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=7,
2018,01/10/2018,population,13813700,Tokyo,Tokyo-to (Metropolis),city-region,Japan,East Asia,23/12/2020,23/12/2020,e-Stat (Portal Site of Official Statistics of Japan),"Housing and Land Survey 2018 - Table 2-2 Households and Household Members by Type of Household (5 Groups) - Japan, 3 Major Metropolitan Areas, Prefectures and Major Cities (1958~2018)",30/06/2020,5 years,https://www.e-stat.go.jp/en/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001140366&stat_infid=000031959515&tclass2val=8,
1998,30/06/1998,dwellings,954700,Singapore,Singapore,city-state,Singapore,East Asia,29/12/2020,29/12/2020,Data.gov.sg,"Residential Dwellings, Annual",23/02/2017,Annual,https://data.gov.sg/dataset/residential-dwellings-annual,
1999,30/06/1999,dwellings,1002000,Singapore,Singapore,city-state,Singapore,East Asia,29/12/2020,29/12/2020,Data.gov.sg,"Residential Dwellings, Annual",23/02/2017,Annual,https://data.gov.sg/dataset/residential-dwellings-annual,
2000,30/06/2000,dwellings,1033961,Singapore,Singapore,city-state,Singapore,East Asia,23/12/2020,23/12/2020,Singapore Department of Statistics,"M400751 - Residential Dwellings, Annual",05/11/2020,Annual,https://www.tablebuilder.singstat.gov.sg/publicfacing/createDataTable.action?refId=14626,
2001,30/06/2001,dwellings,1060956,Singapore,Singapore,city-state,Singapore,East Asia,23/12/2020,23/12/2020,Singapore Department of Statistics,"M400751 - Residential Dwellings, Annual",05/11/2020,Annual,https://www.tablebuilder.singstat.gov.sg/publicfacing/createDataTable.action?refId=14626,
